"year","trial_name","trial_type","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","CMD_infect_plants","height_1st_branch","yield_ha","planted_number_plot","height","harvest_number","root_number","germinated_number_plot","starch_content","shoot_weight_plot","root_weight_water","root_rot_number","germination_perc","starch_yield_ha","CMD_incidence"
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","IBA581","2023127DMEPR_cham_rep2_IBA581_17",2,17,4,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,165,20.6666666666667,25,340,9,9,25,24.804,NA,NA,NA,100,5.12616000000001,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district",NA,"2023127DMEPR_cham_rep2_KU50_11",2,11,3,1,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,367,43.3333333333333,25,367,9,13,25,28.5425694737515,NA,NA,NA,100,12.368446771959,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","R72","2023127DMEPR_cham_rep2_R72_12",2,12,3,2,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",6,100,31,25,298,8,11,25,24.8774218908501,NA,NA,NA,100,7.71200078616353,24
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district",NA,"2023127DMEPR_cham_rep3_CR138_27",3,27,6,2,"test"," (Operator: lizbethpino, Time: )","CR138","test",0,153,8.42857142857143,25,340,7,11,22,18.2377011494253,NA,NA,NA,88,1.5371776683087,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","CR241","2023127DMEPR_cham_rep3_CR241_21",3,21,5,1,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",0,290,16.5555555555556,25,290,9,10,22,26.7756710499304,NA,NA,NA,88,4.43286109604404,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","CR243","2023127DMEPR_cham_rep3_CR243_22",3,22,5,2,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,140,45,25,335,5,18,18,25.6515463917526,NA,NA,NA,72,11.5431958762887,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district",NA,"2023127DMEPR_cham_rep3_CR52_28",3,28,6,3,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,120,24,25,394,6,7,25,24.0191485787246,NA,NA,NA,100,5.7645956588939,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","IBA057","2023127DMEPR_cham_rep3_IBA057_29",3,29,6,4,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,125,19.3333333333333,25,395,9,6,25,20.8222222222223,NA,NA,NA,100,4.02562962962964,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","IBA581","2023127DMEPR_cham_rep3_IBA581_26",3,26,6,1,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,122,21.4285714285714,25,365,7,10,25,25.6114633436703,NA,NA,NA,100,5.48817071650077,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district",NA,"2023127DMEPR_cham_rep3_KU50_24",3,24,5,4,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,200,22.2857142857143,25,383,7,12,23,25.2401123990165,NA,NA,NA,92,5.62493933463797,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","R72","2023127DMEPR_cham_rep3_R72_25",3,25,5,5,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",7,120,30.625,25,318,8,18,25,24.4862880358362,NA,NA,NA,100,7.49892571097484,28
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district",NA,"2023127DMEPR_cham_rep3_TMEB419_20",2,20,4,5,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,375,30,25,375,9,11,24,19.1,NA,NA,NA,96,5.73,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district",NA,"2023127DMEPR_cham_rep3_TMEB419_23",3,23,5,3,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,373,25.6666666666667,25,373,9,9,25,24.6024984207643,NA,NA,NA,100,6.31464126132951,0
2023,"2023127DMEPR_cham","2023127DMEPR_cham","2023-June-01","2024-May-25","Chamkar Leu district","AR35,AR351","2023127DMEPR_cham_rep_AR351_30",3,30,6,5,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",0,125,19.25,25,356,8,10,25,29.05888772582,NA,NA,NA,100,5.59383588722035,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","AR35,AR351","2023128DMEPR_bant_rep1_AR35_6",1,6,2,1,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",0,96,15.44,25,257,9,NA,23,4.79,NA,NA,NA,92,0.739576,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep1_CR13_9",1,9,2,4,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",0,179,23.33,25,250,9,NA,23,16.56,NA,NA,NA,92,3.863448,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","CR241","2023128DMEPR_bant_rep1_CR241_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",0,170,24.44,25,170,9,NA,25,18.82,NA,NA,NA,100,4.599608,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","CR243","2023128DMEPR_bant_rep1_CR243_10",1,10,2,5,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,97,25,25,210,9,NA,25,8.6,NA,NA,NA,100,2.15,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep1_CR52_7",1,7,2,2,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,64,18.89,25,210,9,NA,25,18.21,NA,NA,NA,100,3.439869,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","IBA057","2023128DMEPR_bant_rep1_IBA057_8",1,8,2,3,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,244,17.78,25,244,9,NA,25,8.49,NA,NA,NA,100,1.509522,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","IBA581","2023128DMEPR_bant_rep1_IBA581_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,248,16.44,25,248,9,NA,25,12.03,NA,NA,NA,100,1.977732,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep1_KU50_3",1,3,1,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,230,37.56,25,230,9,NA,25,21.07,NA,NA,NA,100,7.913892,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","R72","2023128DMEPR_bant_rep1_R72_1",1,1,1,1,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",0,152,40,25,152,9,NA,25,25.17,NA,NA,NA,100,10.068,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep1_TMEB419_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,240,33,25,240,8,NA,25,20.99,NA,NA,NA,100,6.9267,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","AR35,AR351","2023128DMEPR_bant_rep2_AR35_19",2,19,4,4,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",0,103,9.11,25,333,9,NA,25,6.76,NA,NA,NA,100,0.615836,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep2_CR13_18",2,18,4,3,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",0,180,26,25,277,9,NA,25,15.5,NA,NA,NA,100,4.03,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","CR241","2023128DMEPR_bant_rep2_CR241_13",2,13,3,3,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",0,180,24,25,180,9,NA,25,14.28,NA,NA,NA,100,3.4272,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","CR243","2023128DMEPR_bant_rep2_CR243_16",2,16,4,1,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,110,17.56,25,279,9,NA,25,5.41,NA,NA,NA,100,0.949996,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep2_CR52_14",2,14,3,4,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,87,22.22,25,263,9,NA,25,15.14,NA,NA,NA,100,3.364108,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","IBA057","2023128DMEPR_bant_rep2_IBA057_15",2,15,3,5,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,296,13.89,25,296,9,NA,25,11.2,NA,NA,NA,100,1.55568,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","IBA581","2023128DMEPR_bant_rep2_IBA581_17",2,17,4,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,305,10.75,25,305,8,NA,25,7.86,NA,NA,NA,100,0.84495,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep2_KU50_11",2,11,3,1,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,100,31.11,25,227,9,NA,25,24.27,NA,NA,NA,100,7.550397,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","R72","2023128DMEPR_bant_rep2_R72_12",2,12,3,2,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",0,190,36.5,25,190,8,NA,24,17.51,NA,NA,NA,96,6.39115,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep2_TMEB419_20",2,20,4,5,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,310,23.11,25,310,9,NA,25,14.75,NA,NA,NA,100,3.408725,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","AR35,AR351","2023128DMEPR_bant_rep3_AR35_30",3,30,6,5,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",0,110,13.56,25,270,9,NA,25,14.24,NA,NA,NA,100,1.930944,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep3_CR13_27",3,27,6,2,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",0,174,9.33,25,225,9,NA,25,15.73,NA,NA,NA,100,1.467609,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","CR241","2023128DMEPR_bant_rep3_CR241_21",3,21,5,1,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",0,190,17.56,25,190,9,NA,25,15.66,NA,NA,NA,100,2.749896,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","CR243","2023128DMEPR_bant_rep3_CR243_22",3,22,5,2,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,79,11.11,25,255,9,NA,25,11.16,NA,NA,NA,100,1.239876,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep3_CR52_28",3,28,6,3,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,102,12,25,216,9,NA,25,14.59,NA,NA,NA,100,1.7508,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","IBA057","2023128DMEPR_bant_rep3_IBA057_29",3,29,6,4,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,306,11.71,25,306,7,NA,25,13.19,NA,NA,NA,100,1.544549,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","IBA581","2023128DMEPR_bant_rep3_IBA581_26",3,26,6,1,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,250,12.67,25,250,9,NA,25,8.84,NA,NA,NA,100,1.120028,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep3_KU50_24",3,24,5,4,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",1,260,32.22,25,260,9,NA,25,24.02,NA,NA,NA,100,7.739244,4
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey","R72","2023128DMEPR_bant_rep3_R72_25",3,25,5,5,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",0,237,30.89,25,237,9,NA,25,26.25,NA,NA,NA,100,8.108625,0
2023,"2023128DMEPR_bant","2023128DMEPR_bant","2023-May-24","2024-March-17","Banteay Meanchey province Banteay Meanchey",NA,"2023128DMEPR_bant_rep3_TMEB419_23",3,23,5,3,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,284,26.67,25,284,6,NA,22,17.2,NA,NA,NA,88,4.58724,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA057","2023129DMEPR_rata_rep1_IBA057_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,318.3,9.1,25,318.3,9,8,25,22.8,NA,NA,NA,100,2.0748,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA581","2023129DMEPR_rata_rep1_IBA581_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,125.3,15.9,25,146.5,8,10,23,20.7,NA,NA,NA,92,3.2913,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep1_KU50_5",1,5,2,2,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,257.7,20.7,25,257.7,9,12,24,30.7,NA,NA,NA,96,6.3549,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep1_LocalC1_4",1,4,2,1,"check"," (Operator: lizbethpino, Time: )","LocalC1","test",6,227.3,24.3,25,227.3,7,8,17,27.7,NA,NA,NA,68,6.7311,35.2941176470588
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep1_LocalC2_2",1,2,1,2,"check"," (Operator: lizbethpino, Time: )","LocalC2","test",3,267.3,24.7,25,267.3,3,8,21,27.7,NA,NA,NA,84,6.8419,14.2857142857143
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep1_TMEB419_6",1,6,2,3,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,273.3,31.7,25,273.3,7,11,18,24.9,NA,NA,NA,72,7.8933,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA057","2023129DMEPR_rata_rep2_IBA057_10",2,10,4,1,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,252.7,14.3,25,252.7,9,8,23,16.7,NA,NA,NA,92,2.3881,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA581","2023129DMEPR_rata_rep2_IBA581_8",2,8,3,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,155.3,12.4,25,155.7,9,9,24,14.9,NA,NA,NA,96,1.8476,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_KU50_12",2,12,4,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",2,282.7,30.4,25,282.7,5,9,19,29.9,NA,NA,NA,76,9.0896,10.5263157894737
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_LocalC1_9",2,9,3,3,"check"," (Operator: lizbethpino, Time: )","LocalC1","test",8,227,20.7,25,227,9,7,25,19,NA,NA,NA,100,3.933,32
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_LocalC2_7",2,7,3,1,"check"," (Operator: lizbethpino, Time: )","LocalC2","test",1,280,27.3,25,280,3,11,17,23.1,NA,NA,NA,68,6.3063,5.88235294117647
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_TMEB419_11",2,11,4,2,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,283.3,9.6,25,283.3,9,7,23,16.7,NA,NA,NA,92,1.6032,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA057","2023129DMEPR_rata_rep3_IBA057_16",3,16,6,1,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,322,5.6,25,322,9,7,25,14.1,NA,NA,NA,100,0.7896,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA581","2023129DMEPR_rata_rep3_IBA581_18",3,18,6,3,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,136.3,14.4,25,161.7,9,7,24,16.7,NA,NA,NA,96,2.4048,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_KU50_17",3,17,6,2,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",3,275,24.2,25,275,9,12,24,27.7,NA,NA,NA,96,6.7034,12.5
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_LocalC1_13",3,13,5,1,"check"," (Operator: lizbethpino, Time: )","LocalC1","test",7,221,20.9,25,221,7,12,23,20.7,NA,NA,NA,92,4.3263,30.4347826086957
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_LocalC2_15",3,15,5,3,"check"," (Operator: lizbethpino, Time: )","LocalC2","test",7,233,11.4,25,233,9,8,21,26.7,NA,NA,NA,84,3.0438,33.3333333333333
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_TMEB419_14",3,14,5,2,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,251.3,26,25,251.3,5,10,22,27.7,NA,NA,NA,88,7.202,0
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","AR35,AR351","2023130DMEPR_anlo_rep1_AR35-1_6",1,6,2,5,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",2,NA,4.7,NA,NA,3,6,NA,15.8,NA,NA,NA,NA,0.7426,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_CR13-8_9",1,9,2,2,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",0,NA,15,NA,NA,9,9,NA,17.5,NA,NA,NA,NA,2.625,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR243","2023130DMEPR_anlo_rep1_CR24-3_10",1,10,2,1,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,NA,18.9,NA,NA,9,9,NA,14.7,NA,NA,NA,NA,2.7783,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR52A-4","2023130DMEPR_anlo_rep1_CR52A-4_7",1,7,2,4,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,NA,31.1,NA,NA,9,14,NA,20.8,NA,NA,NA,NA,6.4688,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_IBA-920057_8",1,8,2,3,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",2,NA,20.6,NA,NA,9,12,NA,20,NA,NA,NA,NA,4.12,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_IBA-980581_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,NA,31.1,NA,NA,9,14,NA,18.5,NA,NA,NA,NA,5.7535,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_KM325_2",1,2,1,2,"check"," (Operator: lizbethpino, Time: )","KM325","test",1,NA,23.6,NA,NA,7,8,NA,19.3,NA,NA,NA,NA,4.5548,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_KU50_3",1,3,1,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",6,NA,32.5,NA,NA,8,17,NA,21.5,NA,NA,NA,NA,6.9875,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_R5_1",1,1,1,1,"check"," (Operator: lizbethpino, Time: )","Rayong5","test",2,NA,30.6,NA,NA,9,11,NA,22.9,NA,NA,NA,NA,7.0074,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_TMEB-419_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",2,NA,34.4,NA,NA,9,12,NA,22.4,NA,NA,NA,NA,7.7056,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","AR35,AR351","2023130DMEPR_anlo_rep2_AR35-1_19",2,19,4,2,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",3,NA,12.5,NA,NA,6,8,NA,18.2,NA,NA,NA,NA,2.275,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_CR13-8_18",2,18,4,3,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",0,NA,17.8,NA,NA,9,11,NA,20.8,NA,NA,NA,NA,3.7024,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR243","2023130DMEPR_anlo_rep2_CR24-3_16",2,16,4,5,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",2,NA,32.8,NA,NA,9,10,NA,20.8,NA,NA,NA,NA,6.8224,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR52A-4","2023130DMEPR_anlo_rep2_CR52A-4_14",2,14,3,4,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",1,NA,24.4,NA,NA,9,15,NA,22.6,NA,NA,NA,NA,5.5144,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_IBA-920057_15",2,15,3,5,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,NA,13.9,NA,NA,9,9,NA,14,NA,NA,NA,NA,1.946,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_IBA-980581_17",2,17,4,4,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,NA,36.1,NA,NA,9,16,NA,16,NA,NA,NA,NA,5.776,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_KM325_13",2,13,3,3,"check"," (Operator: lizbethpino, Time: )","KM325","test",4,NA,34.1,NA,NA,8,11,NA,24.5,NA,NA,NA,NA,8.3545,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_KU50_11",2,11,3,1,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",6,NA,40.6,NA,NA,8,15,NA,24.8,NA,NA,NA,NA,10.0688,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_R5_12",2,12,3,2,"check"," (Operator: lizbethpino, Time: )","Rayong5","test",0,NA,33.9,NA,NA,9,14,NA,22.8,NA,NA,NA,NA,7.7292,NA
